PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;FFT;PET;P6240;P6240S1;P6240S2;P6250;P6260;P6260S1;P6260S1A1;P6260S2;P6270;P6280;P6290;P3362S1;P3362S2;P3362S3;P3362S4;P3362S5;P3362S6;P3362S7;P3362S8;P3362S7A1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351
20241044;10;2024;8008553;1;3;1;50;52;1;113.45715339;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;1;12;;;;;;
20241044;10;2024;8008554;1;1;1;50;52;1;193.67777531;52;1;;1;4;;;2;1;6;;1;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008554;1;2;1;50;52;1;193.67777531;52;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008554;1;3;1;50;52;1;193.67777531;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008555;1;1;1;50;52;1;271.01952585;52;1;;1;4;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;;1
20241044;10;2024;8008555;1;2;1;50;52;1;271.01952585;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008555;1;3;1;50;52;1;271.01952585;52;1;;1;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008555;1;4;1;50;52;1;271.01952585;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008555;1;5;1;50;52;1;271.01952585;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;1;12;;;;;;
20241044;10;2024;8008556;1;1;1;50;52;1;165.67741038;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008556;1;2;1;50;52;1;165.67741038;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008557;1;1;1;50;52;1;186.1448629;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008557;1;2;1;50;52;1;186.1448629;52;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008558;1;1;1;50;52;1;174.30999778;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008558;1;2;1;50;52;1;174.30999778;52;1;;1;2;;;2;2;;;;2;1;;;;;;1;;;;;;;;;;;;1
20241044;10;2024;8008558;1;3;1;50;52;1;174.30999778;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008559;1;1;1;50;52;1;268.5420053;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008559;1;2;1;50;52;1;268.5420053;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008560;1;1;1;50;52;1;230.9509128;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008560;1;2;1;50;52;1;230.9509128;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008560;1;3;1;50;52;1;230.9509128;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008561;1;1;1;50;52;1;219.46875789;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008562;1;1;1;50;52;1;217.58375421;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008562;1;2;1;50;52;1;217.58375421;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008563;1;1;1;50;52;1;167.53544955;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008563;1;2;1;50;52;1;167.53544955;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008563;1;3;1;50;52;1;167.53544955;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008564;1;1;1;50;52;1;154.47157896;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008564;1;2;1;50;52;1;154.47157896;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008565;1;1;1;50;52;1;279.58063002;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008565;1;2;1;50;52;1;279.58063002;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008566;1;1;1;50;52;1;204.52573766;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008566;1;2;1;50;52;1;204.52573766;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008567;1;1;1;50;52;1;239.79793799;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008567;1;2;1;50;52;1;239.79793799;52;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008568;1;1;1;50;52;1;173.38920692;52;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008568;1;2;1;50;52;1;173.38920692;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008568;1;3;1;50;52;1;173.38920692;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008568;1;4;1;50;52;1;173.38920692;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008569;1;1;1;50;52;1;268.5420053;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008569;1;2;1;50;52;1;268.5420053;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008570;1;1;1;50;52;1;174.30999778;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008570;1;2;1;50;52;1;174.30999778;52;1;;1;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008570;1;3;1;50;52;1;174.30999778;52;1;;1;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008571;1;1;1;50;52;1;224.05157947;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008572;1;1;1;50;52;1;283.48502553;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008573;1;1;1;50;52;1;123.62301336;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008573;1;2;1;50;52;1;123.62301336;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008574;1;1;1;50;52;1;126.70864141;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008574;1;2;1;50;52;1;126.70864141;52;;1;1;6;LEER;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008574;1;3;1;50;52;1;126.70864141;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008574;1;4;1;50;52;1;126.70864141;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008575;1;1;1;50;52;1;119.08685208;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008575;1;2;1;50;52;1;119.08685208;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008576;1;1;1;50;52;1;138.66855062;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008576;1;2;1;50;52;1;138.66855062;52;1;;1;4;;;2;2;;;;2;1;;1;1;1;1;;;;;;;;;;;;;1
20241044;10;2024;8008577;1;1;1;50;52;1;122.95627605;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008577;1;2;1;50;52;1;122.95627605;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008578;1;1;1;50;52;1;137.16797368;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008579;1;1;1;50;52;1;161.20398566;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008579;1;2;1;50;52;1;161.20398566;52;1;;1;3;;;2;2;;;;2;1;;1;1;;1;;;;;;;;;;;;;1
20241044;10;2024;8008580;1;1;1;50;52;1;132.43175353;52;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008580;1;2;1;50;52;1;132.43175353;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008580;1;3;1;50;52;1;132.43175353;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008581;1;1;1;50;52;1;105.90273817;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008581;1;2;1;50;52;1;105.90273817;52;1;;1;4;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;;1
20241044;10;2024;8008581;1;4;1;50;52;1;105.90273817;52;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008581;1;5;1;50;52;1;105.90273817;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008582;1;1;1;50;52;1;125.67741437;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008583;1;1;1;50;52;1;144.54304238;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008583;1;2;1;50;52;1;144.54304238;52;1;;1;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008584;1;1;1;50;52;1;99.366123524;52;;1;1;6;DESCANSAR POR VEJEZ;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008584;1;2;1;50;52;1;99.366123524;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008584;1;3;1;50;52;1;99.366123524;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008585;1;1;1;50;52;1;129.52172283;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008585;1;2;1;50;52;1;129.52172283;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008586;1;1;1;50;52;1;110.91723226;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008587;1;1;1;50;52;1;100.00135862;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008587;1;2;1;50;52;1;100.00135862;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008588;1;1;1;50;52;1;155.59137463;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008589;1;1;1;50;52;1;141.82010859;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008589;1;2;1;50;52;1;141.82010859;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008590;1;1;1;50;52;1;137.52832027;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008590;1;2;1;50;52;1;137.52832027;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008590;1;3;1;50;52;1;137.52832027;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008590;1;4;1;50;52;1;137.52832027;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;1;12;;;;;;
20241044;10;2024;8008590;1;5;1;50;52;1;137.52832027;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008591;1;1;1;50;52;1;165.67741038;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008591;1;2;1;50;52;1;165.67741038;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008592;1;1;1;50;52;1;78.667877003;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008592;1;2;1;50;52;1;78.667877003;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008592;1;3;1;50;52;1;78.667877003;52;1;;1;2;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;;1
20241044;10;2024;8008593;1;1;1;50;52;1;248.50769878;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008594;1;1;1;50;52;1;197.5218821;52;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008595;1;1;1;50;52;1;120.28974957;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008595;1;2;1;50;52;1;120.28974957;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008596;1;1;1;50;52;1;144.01751044;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008597;1;1;1;50;52;1;110.44786612;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;1;10;;;;;;
20241044;10;2024;8008598;1;1;1;50;52;1;146.25198698;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008598;1;2;1;50;52;1;146.25198698;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008599;1;1;1;50;52;1;142.6459151;52;1;;1;2;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;;1
20241044;10;2024;8008600;1;1;1;50;52;1;188.69768327;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008601;1;1;1;50;52;1;223.6569289;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008602;1;1;1;50;52;1;215.32970353;52;1;;1;4;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241044;10;2024;8008602;1;2;1;50;52;1;215.32970353;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008602;1;3;1;50;52;1;215.32970353;52;1;;1;4;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241044;10;2024;8008609;1;1;1;50;52;1;133.84274163;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008614;1;1;1;50;52;1;172.90413952;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008615;1;1;1;50;52;1;201.16864599;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008617;1;1;1;50;52;1;94.076916406;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008621;1;1;1;50;54;1;384.2369971;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008621;1;2;1;50;54;1;384.2369971;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008622;1;1;1;50;54;1;554.1682785;54;;1;1;6;DESCANSANDO EN SU HOGAR;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008622;1;2;1;50;54;1;554.1682785;54;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008623;1;1;1;50;54;1;770.64537408;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008623;1;2;1;50;54;1;770.64537408;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008623;1;3;1;50;54;1;770.64537408;54;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008624;1;1;1;50;54;1;302.54803042;54;;1;1;6;DESCANSANDO EN EL HOGAR;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008624;1;2;1;50;54;1;302.54803042;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008624;1;3;1;50;54;1;302.54803042;54;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008624;1;4;1;50;54;1;302.54803042;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008625;1;1;1;50;54;1;490.06051586;54;;1;1;6;DESCANSANDO POR AVANZADA EDAD;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008625;1;2;1;50;54;1;490.06051586;54;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008625;1;3;1;50;54;1;490.06051586;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008626;1;1;1;50;54;1;781.88593138;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008626;1;2;1;50;54;1;781.88593138;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008627;1;1;1;50;54;1;382.75013218;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008627;1;2;1;50;54;1;382.75013218;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008627;1;3;1;50;54;1;382.75013218;54;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;1;10;;;;;;
20241044;10;2024;8008628;1;1;1;50;54;1;277.22001998;54;1;;1;4;;;2;2;;;;2;2;;;;;;;;;;;1;5;;2;;1;6;1
20241044;10;2024;8008628;1;2;1;50;54;1;277.22001998;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008629;1;1;1;50;54;1;217.42144202;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008630;1;1;1;50;54;1;505.89427438;54;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008631;1;1;1;50;54;1;451.31590374;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008631;1;2;1;50;54;1;451.31590374;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008632;1;1;1;50;54;1;806.44466095;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008633;1;1;1;50;54;1;328.01026675;54;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008633;1;2;1;50;54;1;328.01026675;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008633;1;3;1;50;54;1;328.01026675;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008633;1;5;1;50;54;1;328.01026675;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008634;1;1;1;50;54;1;240.99458063;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008634;1;2;1;50;54;1;240.99458063;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008636;1;1;1;50;54;1;215.31094003;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008636;1;2;1;50;54;1;215.31094003;54;;1;1;6;DESCANSANDO POR ENFERMEDAD;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008636;1;7;1;50;54;1;215.31094003;54;;1;1;6;DESCANSANDO POR LA EDAD;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008639;1;1;1;50;54;1;715.72866889;54;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008639;1;2;1;50;54;1;715.72866889;54;1;;1;2;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241044;10;2024;8008640;1;1;1;50;54;1;694.04712825;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008640;1;2;1;50;54;1;694.04712825;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008640;1;3;1;50;54;1;694.04712825;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008641;1;1;1;50;54;1;177.37883756;54;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008641;1;2;1;50;54;1;177.37883756;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008642;1;1;1;50;54;1;476.74234358;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008642;1;2;1;50;54;1;476.74234358;54;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008642;1;3;1;50;54;1;476.74234358;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008643;1;1;1;50;54;1;277.68851598;54;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008643;1;2;1;50;54;1;277.68851598;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008643;1;3;1;50;54;1;277.68851598;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008643;1;4;1;50;54;1;277.68851598;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008643;1;5;1;50;54;1;277.68851598;54;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008643;1;6;1;50;54;1;277.68851598;54;1;;1;2;;;2;2;;;;2;1;;;1;1;;;;;;;;;;;;;;1
20241044;10;2024;8008643;1;7;1;50;54;1;277.68851598;54;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008643;1;8;1;50;54;1;277.68851598;54;1;;1;2;;;2;2;;;;2;1;;1;1;1;;;;;;;;;;;;;;1
20241044;10;2024;8008643;1;9;1;50;54;1;277.68851598;54;1;;1;4;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241044;10;2024;8008643;1;11;1;50;54;1;277.68851598;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008644;1;1;1;50;54;1;498.42388422;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008644;1;2;1;50;54;1;498.42388422;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008645;1;1;1;50;54;1;471.36489256;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008645;1;2;1;50;54;1;471.36489256;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008646;1;1;1;50;54;1;288.95445866;54;1;;1;2;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241044;10;2024;8008646;1;2;1;50;54;1;288.95445866;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008647;1;1;1;50;54;1;262.21393035;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008647;1;2;1;50;54;1;262.21393035;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008647;1;3;1;50;54;1;262.21393035;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008648;1;1;1;50;54;1;437.02321725;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008648;1;2;1;50;54;1;437.02321725;54;1;;1;2;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241044;10;2024;8008648;1;3;1;50;54;1;437.02321725;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008649;1;1;1;50;54;1;691.16993932;54;1;;1;2;;;2;2;;;;2;1;;;;1;;;;;;;;;;;;;;1
20241044;10;2024;8008649;1;2;1;50;54;1;691.16993932;54;;1;1;6;VIAJE FUERA DE LA CIUDAD ACOMPAÑAR MIEMBRO DEL HOGAR A CITA MEDICA;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008649;1;3;1;50;54;1;691.16993932;54;;1;1;6;CITA MEDICA EN BOGOTA;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008651;1;1;1;50;54;1;487.18332693;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008651;1;2;1;50;54;1;487.18332693;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008651;1;3;1;50;54;1;487.18332693;54;1;;1;4;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241044;10;2024;8008652;1;1;1;50;54;1;700.4764468;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008652;1;2;1;50;54;1;700.4764468;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008652;1;3;1;50;54;1;700.4764468;54;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008653;1;1;1;50;54;1;443.74743482;54;1;;1;2;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241044;10;2024;8008653;1;2;1;50;54;1;443.74743482;54;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008654;1;1;1;50;54;1;520.10542486;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008655;1;1;1;50;54;1;266.79420101;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008655;1;2;1;50;54;1;266.79420101;54;;1;1;6;DEACANSANDO EN EL HOGAR;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008655;1;3;1;50;54;1;266.79420101;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241044;10;2024;8008655;1;4;1;50;54;1;266.79420101;54;;1;1;6;DESCANSANDO EN EL HOGAR;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241044;10;2024;8008656;1;1;1;50;54;1;735.7374865;54;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
